"VIC_ESCOLARIDAD","VIC_EST_CIV","VIC_TRABAJA","AGR_TRABAJA","AGR_ESCOLARIDAD","AGR_EST_CIV"
10,2,2,1,26,2
10,2,2,1,10,2
10,2,2,1,24,2
10,2,2,1,10,2
10,2,2,1,10,2
10,2,2,1,10,2
10,2,2,1,10,2
21,2,2,1,23,2
21,2,2,1,10,2
22,2,2,1,23,2
22,2,2,1,26,2
22,2,2,2,22,2
23,2,2,1,33,2
23,2,2,1,23,2
24,2,2,1,26,2
26,2,2,1,22,2
26,2,2,1,26,2
26,2,2,1,23,2
26,2,2,2,46,2
26,2,2,1,26,2
26,2,2,1,46,2
26,2,2,1,26,2
26,2,2,2,23,2
26,2,2,1,22,2
26,2,2,1,23,2
26,2,2,1,26,2
26,2,2,1,26,2
29,2,2,1,49,2
29,2,2,1,29,2
33,2,2,1,46,2
33,2,2,1,46,2
45,2,2,1,33,2
49,2,2,1,10,2
33,3,2,1,10,2
49,3,2,1,59,2
10,4,2,1,23,2
26,9,2,2,10,2
33,9,2,1,26,2
56,2,1,1,56,2
49,2,1,1,49,2
55,2,1,1,55,2
46,2,1,1,33,2
45,2,1,1,45,2
45,2,1,1,23,2
45,2,1,1,45,2
46,2,1,1,10,2
99,2,1,1,23,2
45,2,1,1,45,2
26,2,1,2,26,2
49,2,1,1,49,2
49,1,1,1,10,2
23,2,1,2,10,2
26,2,1,2,22,2
26,2,1,1,45,2
45,9,1,1,29,2
25,3,1,1,23,2
29,9,1,1,39,2
26,2,1,1,26,2
29,2,1,1,29,2
22,2,1,1,22,2
10,2,1,1,23,2
10,2,1,1,10,2
10,2,1,2,21,2
26,2,1,1,26,2
10,3,1,1,10,2
46,2,1,1,49,2
26,2,1,1,26,2
10,2,1,1,10,2
46,2,1,1,46,2
39,2,1,2,39,2
49,3,1,1,59,2
29,1,2,1,29,3
10,3,2,2,10,3
26,3,2,1,33,3
39,3,2,1,26,3
49,3,2,1,49,3
29,3,1,1,29,3
26,3,1,1,26,3
10,3,2,1,26,3
10,9,1,1,49,3
21,3,1,1,26,3
46,3,2,1,55,3
10,3,2,1,10,3
99,9,9,9,99,3
46,3,1,1,45,3
10,1,2,1,39,3
10,1,2,1,33,3
10,3,2,2,23,3
10,3,2,1,33,3
10,3,2,1,10,3
10,3,2,1,10,3
23,3,2,1,26,3
26,3,2,1,26,3
26,3,2,1,26,3
26,3,2,1,31,3
26,3,2,1,24,3
26,3,2,1,23,3
29,3,2,1,29,3
33,3,2,2,10,3
33,3,2,1,33,3
49,3,2,1,49,3
10,9,2,1,10,3
33,2,1,1,26,3
29,3,1,1,29,3
29,3,1,1,29,3
29,3,1,1,29,3
26,3,1,2,26,3
10,3,2,1,10,3
24,3,2,2,26,3
10,3,2,1,39,3
49,3,1,1,49,3
26,3,2,1,26,3
26,3,2,1,33,3
39,2,1,1,26,3
10,2,2,1,23,3
10,3,2,1,10,3
26,3,2,2,33,3
29,3,2,1,29,3
45,3,1,1,44,3
26,3,1,1,31,3
32,1,2,1,46,3
33,1,2,1,26,3
45,1,2,2,29,3
26,2,2,2,10,3
10,3,2,1,21,3
10,3,2,1,26,3
10,3,2,1,33,3
10,3,2,2,10,3
10,3,2,1,31,3
10,3,2,9,10,3
10,3,2,1,29,3
10,3,2,2,10,3
10,3,2,1,29,3
23,3,2,1,23,3
23,3,2,1,23,3
24,3,2,2,10,3
25,3,2,1,23,3
26,3,2,2,26,3
29,3,2,1,39,3
29,3,2,1,26,3
44,3,2,2,10,3
46,3,2,1,33,3
32,1,1,1,23,3
33,1,1,1,26,3
26,2,1,1,33,3
99,3,1,2,23,3
46,3,1,1,26,3
54,1,1,1,44,3
22,3,1,1,33,3
10,2,1,1,10,3
10,3,1,2,10,3
10,3,1,1,99,3
99,5,9,9,99,5
10,2,2,1,10,5
33,5,2,2,99,5
99,5,9,9,99,5
99,5,1,9,99,5
26,5,2,1,26,5
10,5,2,1,26,5
55,5,1,1,55,5
23,5,1,1,26,5
10,9,2,1,23,9
10,9,2,9,99,9
23,9,2,1,23,9
29,9,2,1,99,9
59,9,1,1,49,9
59,9,1,9,29,9
39,9,1,1,99,9
26,9,1,1,33,9
26,3,1,1,26,9
49,9,1,9,49,9
29,2,1,1,39,9
33,9,2,1,10,9
46,9,1,1,46,9
99,2,1,1,99,9
29,9,1,1,39,9
26,9,2,1,26,9
29,9,1,1,29,9
25,9,1,1,22,9
46,9,2,1,46,9
26,1,2,1,23,9
49,9,1,1,55,9
26,1,2,1,10,9
10,9,2,1,25,9
23,9,2,1,10,9
26,9,2,1,33,9
45,9,2,2,26,9
99,9,1,1,99,9
10,9,2,1,26,9
59,9,1,1,55,9
10,9,2,1,23,9
33,1,1,1,33,9
39,1,2,9,99,9
26,2,2,2,46,9
49,2,2,2,99,9
10,9,2,1,26,9
10,9,2,2,10,9
10,9,2,1,26,9
10,9,2,2,39,9
10,9,2,1,29,9
10,9,2,1,21,9
10,9,2,1,33,9
10,9,2,1,10,9
10,9,2,1,26,9
10,9,2,2,10,9
21,9,2,1,29,9
22,9,2,1,24,9
22,9,2,1,22,9
22,9,2,2,22,9
23,9,2,1,32,9
26,9,2,1,33,9
26,9,2,1,10,9
26,9,2,2,26,9
26,9,2,1,26,9
26,9,2,1,25,9
26,9,2,1,26,9
29,9,2,1,39,9
29,9,2,1,29,9
29,9,2,1,29,9
29,9,2,1,29,9
29,9,2,2,99,9
29,9,2,2,39,9
29,9,2,9,29,9
29,9,2,1,29,9
33,9,2,1,26,9
33,9,2,1,46,9
33,9,2,1,10,9
33,9,2,1,46,9
46,9,2,1,26,9
46,9,2,1,44,9
49,9,2,1,49,9
49,9,2,2,39,9
99,9,2,2,21,9
99,9,2,1,99,9
99,9,2,1,22,9
59,9,1,1,59,9
55,9,1,1,44,9
45,9,1,1,99,9
53,1,1,2,26,9
99,9,1,9,99,9
46,9,1,2,46,9
29,9,1,1,29,9
99,9,1,1,49,9
29,9,1,1,39,9
99,9,1,2,49,9
39,9,1,2,10,9
59,2,1,2,29,9
39,9,1,1,39,9
39,9,1,2,39,9
26,2,1,2,26,9
10,9,1,1,29,9
29,9,1,2,10,9
29,9,1,2,29,9
49,9,1,1,59,9
29,1,9,9,39,9
49,2,9,9,10,9
10,9,9,9,99,9
21,9,1,2,39,9
55,9,9,1,55,9
23,9,2,1,26,9
49,9,2,1,99,9
10,9,1,1,29,9
49,1,2,1,99,9
10,9,2,1,29,9
29,9,2,1,29,9
99,1,1,1,99,9
45,9,1,2,26,9
26,9,1,1,26,9
23,1,2,1,26,9
10,9,2,1,10,9
10,9,2,1,10,9
10,9,2,2,29,9
26,9,2,2,26,9
29,9,2,9,99,9
39,9,2,2,39,9
49,9,1,1,33,9
49,9,1,9,59,9
10,9,1,1,29,9
10,1,2,2,10,9
23,2,2,2,29,9
26,2,2,2,26,9
26,2,2,1,26,9
23,3,2,2,23,9
10,9,2,2,23,9
10,9,2,2,10,9
10,9,2,1,10,9
10,9,2,2,10,9
10,9,2,1,33,9
10,9,2,9,25,9
21,9,2,2,23,9
22,9,2,1,23,9
23,9,2,1,10,9
26,9,2,1,26,9
26,9,2,1,26,9
26,9,2,1,26,9
29,9,2,1,39,9
29,9,2,1,29,9
31,9,2,1,26,9
33,9,2,1,46,9
33,9,2,1,45,9
39,9,2,2,49,9
45,9,2,2,46,9
46,9,2,1,23,9
53,9,2,1,46,9
99,9,2,1,10,9
24,9,1,2,26,9
22,9,1,1,10,9
39,9,1,1,29,9
23,9,1,2,10,9
24,9,1,2,10,9
26,9,1,1,10,9
49,9,1,2,49,9
99,9,1,1,99,9
99,9,1,1,99,9
10,1,1,2,10,9
46,3,1,1,26,9
24,9,1,2,23,9
10,9,9,2,29,9
31,9,1,1,26,9
26,1,2,1,33,1
49,2,1,9,99,1
39,1,1,1,29,1
39,1,1,1,39,1
49,1,1,9,49,1
45,2,1,2,26,1
49,2,1,2,49,1
49,3,1,1,49,1
10,2,2,2,10,1
10,1,2,1,29,1
46,1,2,2,33,1
10,1,2,1,26,1
10,1,2,2,10,1
26,1,2,1,26,1
26,1,2,1,33,1
29,1,2,1,29,1
29,1,2,2,29,1
29,1,2,1,29,1
29,1,2,2,29,1
10,2,2,2,33,1
99,2,2,9,99,1
22,3,2,1,26,1
59,1,1,1,22,1
55,1,1,9,10,1
59,2,1,2,29,1
23,3,1,1,32,1
49,3,1,1,33,1
46,1,1,1,46,1
29,2,1,1,39,1
39,2,1,1,99,1
29,2,1,2,39,1
26,2,2,2,26,1
49,1,1,1,39,1
39,1,2,2,29,1
46,1,2,1,45,1
49,1,2,1,39,1
10,2,1,2,10,1
46,9,1,1,99,1
26,1,2,1,23,1
10,2,2,2,10,1
29,2,2,1,29,1
49,1,1,1,29,1
46,1,1,1,99,1
23,2,1,1,32,1
29,1,1,1,99,1
26,1,1,1,26,1
10,2,2,1,26,2
10,2,2,1,29,2
10,2,2,1,23,2
23,2,2,1,39,2
29,2,2,1,49,2
39,2,2,1,39,2
99,2,2,9,99,2
39,2,1,1,29,2
99,2,1,1,99,2
29,2,1,1,29,2
59,2,1,1,49,2
59,2,1,1,59,2
49,2,1,1,49,2
45,2,1,1,45,2
26,2,2,1,26,2
46,2,2,1,55,2
44,2,1,1,44,2
49,2,1,1,29,2
49,2,1,1,29,2
99,2,1,1,99,2
25,2,2,2,23,2
46,2,1,1,53,2
23,2,1,1,26,2
10,2,2,1,32,2
26,2,2,1,26,2
46,2,2,1,32,2
99,2,1,1,99,2
26,2,1,1,33,2
49,2,1,1,10,2
59,2,1,1,39,2
49,2,1,2,29,2
23,2,2,1,24,2
22,2,2,1,33,2
24,2,2,1,22,2
49,1,2,1,49,2
49,2,2,1,45,2
99,2,2,1,29,2
29,2,1,1,29,2
44,2,1,1,49,2
10,2,1,1,45,2
26,2,2,1,21,2
52,2,2,1,46,2
46,1,2,2,56,2
10,2,2,1,10,2
10,2,2,9,10,2
10,2,2,1,10,2
10,2,2,1,10,2
10,2,2,1,39,2
10,2,2,1,29,2
10,2,2,1,29,2
10,2,2,1,26,2
10,2,2,2,29,2
10,2,2,1,26,2
10,2,2,9,49,2
22,2,2,2,46,2
22,2,2,1,26,2
24,2,2,1,26,2
24,2,2,1,25,2
26,2,2,2,26,2
26,2,2,1,26,2
26,2,2,1,32,2
26,2,2,1,26,2
26,2,2,2,33,2
26,2,2,1,26,2
26,2,2,1,26,2
26,2,2,2,10,2
26,2,2,1,26,2
29,2,2,1,29,2
29,2,2,2,29,2
29,2,2,2,29,2
29,2,2,1,29,2
29,2,2,2,29,2
29,2,2,2,29,2
29,2,2,1,29,2
29,2,2,1,29,2
29,2,2,1,29,2
33,2,2,1,22,2
33,2,2,1,23,2
39,2,2,1,39,2
39,2,2,2,29,2
49,2,2,1,49,2
49,2,2,9,49,2
59,2,2,2,59,2
99,2,2,9,10,2
99,2,2,1,29,2
29,9,2,1,29,2
46,2,1,1,46,2
59,1,1,1,49,2
25,2,1,1,10,2
49,2,1,1,49,2
49,2,1,1,29,2
59,9,1,1,49,2
46,2,1,1,46,2
49,2,1,1,49,2
26,1,1,2,25,2
46,1,1,1,33,2
39,2,1,1,49,2
49,2,1,1,49,2
33,2,1,1,33,2
26,2,1,1,26,2
29,1,1,1,29,2
26,2,1,2,26,2
49,9,1,1,99,2
32,2,1,2,26,2
26,2,1,1,26,2
29,2,1,2,29,2
39,2,1,1,39,2
10,2,1,1,25,2
56,2,1,1,56,2
26,1,1,1,26,2
39,2,9,9,29,2
10,2,2,1,21,2
59,2,2,1,26,2
10,1,2,1,10,2
45,1,2,1,23,2
10,2,2,1,10,2
23,2,2,1,33,2
29,2,2,1,29,2
26,2,1,1,26,2
33,2,1,1,25,2
49,2,1,9,59,2
10,2,2,1,26,2
10,2,2,1,26,2
29,2,2,2,39,2
29,2,2,2,29,2
45,2,2,1,45,2
55,2,1,2,49,2
59,2,1,1,56,2
23,2,1,2,10,2
39,1,1,9,49,2
46,2,1,1,56,2
49,2,1,2,49,2
99,2,1,1,99,2
99,2,1,1,99,2
32,1,1,1,26,2
99,3,1,1,10,2
10,1,2,1,23,2
31,1,2,1,10,2
33,1,2,1,24,2
10,2,2,2,10,2
10,2,2,1,10,2
10,2,2,1,26,2
10,2,2,1,10,2
10,2,2,1,10,2
10,2,2,1,10,2
10,2,2,1,29,2
10,2,2,1,26,2
10,2,2,2,10,2
22,2,2,1,23,2
22,2,2,1,10,2
22,2,2,1,46,2
23,2,2,1,22,2
23,2,2,2,33,2
26,2,2,1,23,2
26,2,2,1,26,2
26,2,2,1,31,2
26,2,2,1,33,2
29,2,2,1,29,2
32,2,2,2,10,2
33,2,2,1,33,2
33,2,2,1,33,2
33,2,2,1,33,2
45,2,2,1,46,2
45,2,2,1,33,2
59,2,2,1,39,2
21,3,2,2,10,2
26,3,2,2,25,2
32,5,2,2,10,2
23,9,2,1,31,2
32,9,2,1,26,2
33,9,2,1,10,2
55,2,1,1,99,2
45,1,1,1,10,2
46,2,1,1,45,2
26,2,1,1,10,2
49,1,1,2,39,2
26,2,1,2,26,2
26,2,1,1,26,2
46,2,1,1,26,2
46,2,1,1,46,2
49,2,1,9,59,2
26,2,1,2,26,2
21,2,1,1,21,2
26,2,1,2,26,2
26,2,1,2,26,2
33,2,1,2,33,2
29,1,1,2,10,2
10,2,1,2,23,2
33,2,1,2,33,2
10,2,1,1,24,2
46,2,1,1,33,2
51,2,1,1,59,2
26,2,2,9,99,3
10,3,2,2,99,3
49,3,1,1,49,3
22,2,2,9,99,3
49,3,2,1,59,3
33,3,1,1,32,3
33,2,1,1,32,3
10,3,2,1,10,3
32,3,2,1,46,3
59,2,2,9,49,3
10,3,2,1,23,3
10,3,2,1,29,3
10,3,2,1,10,3
10,3,2,1,22,3
10,3,2,1,29,3
33,3,2,1,46,3
49,3,2,1,29,3
29,9,2,1,29,3
39,3,1,1,39,3
39,3,1,1,99,3
21,2,1,2,39,3
29,3,1,1,29,3
10,3,1,1,29,3
99,3,9,1,99,3
46,2,2,2,21,3
49,1,1,1,49,3
21,1,2,2,10,3
39,1,2,2,39,3
29,3,2,1,29,3
21,3,1,2,10,3
21,3,1,9,99,3
10,3,2,1,23,3
10,3,2,1,26,3
10,3,2,1,23,3
10,3,2,1,33,3
21,3,2,1,10,3
24,3,2,2,25,3
26,3,2,1,25,3
26,3,2,1,26,3
26,3,2,1,26,3
33,3,2,1,10,3
33,3,2,1,33,3
46,1,1,1,23,3
33,1,1,1,33,3
26,3,1,1,10,3
32,3,1,1,49,3
29,3,1,2,10,3
10,3,1,1,26,3
23,3,1,1,45,3
46,2,2,2,26,4
99,5,2,9,99,5
49,1,1,1,39,5
49,3,1,2,29,5
10,5,1,1,10,5
21,5,2,1,26,5
26,2,2,1,26,5
10,5,2,1,10,5
99,9,1,1,99,5
32,1,2,1,22,5
10,5,2,1,26,5
23,5,2,2,10,5
26,5,2,1,26,5
29,5,2,1,29,5
29,5,2,1,29,5
46,5,2,9,56,5
46,5,2,1,46,5
46,5,1,1,31,5
46,5,1,1,46,5
29,9,2,1,29,9
49,9,2,9,99,9
49,9,2,1,29,9
49,9,2,1,29,9
54,9,2,1,49,9
59,9,1,9,59,9
26,9,1,1,26,9
23,9,1,1,10,9
49,9,1,1,49,9
99,9,1,9,99,9
49,9,1,1,49,9
26,9,9,9,29,9
49,9,1,2,49,9
24,9,2,1,10,9
29,9,2,1,39,9
55,9,1,1,49,9
53,9,1,1,53,9
29,9,1,1,29,9
99,9,1,2,10,9
29,9,1,1,49,9
10,3,2,1,10,9
99,9,1,1,99,9
55,9,1,1,59,9
22,2,2,1,10,9
45,9,1,1,26,9
29,9,1,1,29,9
33,9,1,1,44,9
99,9,9,9,39,9
10,9,2,1,49,9
26,9,2,2,10,9
99,9,1,1,99,9
26,1,2,2,23,9
22,2,2,1,10,9
29,3,2,1,29,9
29,3,2,1,29,9
10,9,2,1,39,9
10,9,2,1,31,9
10,9,2,1,10,9
10,9,2,1,29,9
22,9,2,1,22,9
22,9,2,1,32,9
23,9,2,1,99,9
24,9,2,1,29,9
24,9,2,1,22,9
25,9,2,1,26,9
29,9,2,2,10,9
29,9,2,1,10,9
29,9,2,1,29,9
29,9,2,1,39,9
29,9,2,1,29,9
29,9,2,1,10,9
33,9,2,2,33,9
99,9,2,2,10,9
59,9,1,2,29,9
49,9,1,2,10,9
39,9,1,1,49,9
29,9,1,1,29,9
46,9,1,1,46,9
26,9,1,1,10,9
99,9,1,2,10,9
10,9,1,1,99,9
39,9,1,1,39,9
29,9,1,1,29,9
39,3,1,1,99,9
10,9,2,9,99,9
10,9,2,1,10,9
25,9,2,1,10,9
29,9,2,1,29,9
59,3,1,1,59,9
26,9,1,2,26,9
10,9,2,1,10,9
23,9,2,1,26,9
26,9,2,1,26,9
49,9,2,1,99,9
55,2,1,9,99,9
59,9,1,2,59,9
99,9,9,9,99,9
99,9,1,1,99,9
24,NA,2,1,26,9
31,1,2,1,45,9
45,1,2,1,46,9
45,1,2,1,46,9
46,1,2,1,46,9
10,2,2,1,26,9
23,2,2,1,24,9
33,2,2,2,10,9
10,9,2,1,10,9
10,9,2,1,23,9
10,9,2,1,10,9
23,9,2,2,99,9
23,9,2,2,32,9
24,9,2,1,10,9
24,9,2,1,10,9
29,9,2,2,29,9
52,9,2,1,46,9
59,9,1,1,29,9
49,9,1,1,49,9
45,9,1,1,55,9
10,9,1,1,10,9
49,9,1,1,39,9
29,2,2,1,29,1
49,1,1,2,29,1
23,1,1,1,24,1
49,3,1,9,49,1
49,3,1,1,49,1
45,3,1,1,25,1
49,2,1,1,29,1
99,1,2,2,99,1
55,1,1,1,45,1
99,1,2,1,99,1
10,9,2,1,99,1
10,1,2,1,22,1
10,1,2,2,10,1
10,1,2,1,49,1
21,1,2,2,26,1
26,1,2,1,33,1
29,1,2,1,29,1
29,1,2,1,29,1
46,1,2,2,26,1
46,1,2,2,29,1
59,1,2,2,49,1
10,2,2,1,26,1
10,2,2,1,49,1
29,2,2,2,10,1
29,2,2,1,29,1
46,2,2,2,33,1
46,2,2,1,46,1
10,3,2,9,10,1
59,3,2,2,29,1
29,4,2,2,29,1
21,9,2,2,10,1
49,1,1,1,49,1
99,1,1,2,49,1
46,4,1,1,24,1
59,2,1,1,46,1
33,1,1,1,33,1
46,1,1,2,23,1
29,2,1,9,29,1
49,3,1,2,39,1
29,9,1,9,99,1
23,1,1,1,23,1
49,1,1,1,29,1
29,3,1,2,10,1
29,1,1,1,29,1
10,1,1,2,10,1
10,2,1,1,10,1
49,2,1,2,10,1
10,2,2,2,29,1
26,1,2,1,39,1
26,2,1,1,10,1
22,1,2,2,22,1
26,1,2,2,26,1
29,1,2,1,10,1
33,1,2,2,33,1
39,1,2,2,29,1
26,5,2,2,46,1
99,9,2,2,99,1
99,1,1,1,99,1
46,2,1,1,26,1
29,2,1,1,10,1
45,3,1,2,46,1
33,2,1,1,23,1
10,1,2,2,10,1
10,1,2,2,33,1
26,1,2,2,46,1
26,1,2,1,10,1
45,1,2,2,33,1
21,2,2,1,59,1
23,2,2,2,26,1
26,2,2,2,10,1
33,2,2,2,26,1
46,2,2,2,26,1
10,3,2,2,10,1
10,3,2,1,10,1
29,3,2,1,10,1
21,4,2,1,44,1
10,9,2,1,10,1
21,9,2,2,21,1
26,9,2,2,10,1
10,1,1,2,10,1
32,1,1,2,22,1
33,2,1,2,23,1
46,1,1,9,46,1
23,2,1,2,33,1
33,2,1,2,10,1
29,2,9,9,99,1
24,1,2,1,44,2
10,2,2,1,33,2
21,2,2,9,21,2
23,2,2,2,10,2
23,2,2,1,23,2
23,2,2,1,39,2
29,2,2,1,39,2
29,2,2,2,39,2
29,2,2,1,39,2
49,2,2,2,99,2
49,2,2,1,49,2
29,3,2,1,29,2
46,2,1,1,46,2
49,2,1,1,49,2
29,2,1,1,99,2
33,9,1,1,23,2
39,2,1,1,99,2
10,2,1,1,10,2
10,2,9,1,29,2
29,2,9,9,29,2
26,2,2,1,26,2
31,9,2,9,99,2
59,2,1,9,59,2
59,2,1,1,49,2
46,1,1,1,21,2
33,2,1,9,33,2
10,2,2,1,33,2
26,2,2,1,24,2
29,2,2,9,39,2
10,2,2,1,99,2
59,2,1,1,39,2
29,2,1,1,59,2
32,1,1,1,26,2
55,2,1,1,49,2
46,2,2,1,32,2
26,2,2,1,26,2
26,2,2,1,26,2
29,2,2,1,29,2
33,2,2,1,26,2
55,2,2,1,45,2
45,2,1,1,46,2
23,2,1,2,46,2
26,2,2,1,26,2
26,2,2,1,26,2
49,2,2,1,49,2
49,9,1,1,59,2
29,2,1,1,99,2
10,2,2,1,23,2
24,2,2,1,26,2
26,2,2,1,46,2
32,2,2,1,26,2
46,2,2,1,23,2
26,2,1,1,10,2
49,2,1,1,59,2
49,2,2,1,99,2
49,2,1,1,29,2
49,1,1,1,59,2
46,2,1,1,32,2
51,1,2,2,33,2
59,2,1,1,59,2
10,1,2,1,10,2
10,1,2,2,26,2
22,1,2,1,10,2
22,1,2,1,23,2
26,1,2,2,25,2
29,1,2,2,29,2
33,1,2,1,46,2
33,1,2,2,10,2
49,1,2,2,29,2
49,1,2,1,59,2
49,1,2,1,99,2
99,1,2,9,99,2
10,2,2,1,10,2
10,2,2,1,10,2
10,2,2,1,29,2
10,2,2,1,26,2
10,2,2,1,10,2
10,2,2,1,24,2
10,2,2,1,99,2
10,2,2,1,10,2
10,2,2,1,26,2
10,2,2,1,29,2
10,2,2,1,26,2
10,2,2,1,10,2
10,2,2,1,22,2
10,2,2,1,10,2
10,2,2,1,26,2
10,2,2,1,22,2
10,2,2,1,26,2
10,2,2,2,26,2
10,2,2,1,10,2
21,2,2,2,26,2
21,2,2,1,49,2
22,2,2,1,22,2
22,2,2,1,99,2
24,2,2,2,10,2
24,2,2,2,10,2
25,2,2,1,22,2
25,2,2,1,26,2
25,2,2,1,26,2
25,2,2,1,23,2
25,2,2,1,10,2
26,2,2,1,26,2
26,2,2,1,10,2
26,2,2,1,10,2
26,2,2,1,46,2
26,2,2,2,99,2
29,2,2,2,29,2
29,2,2,2,29,2
29,2,2,2,29,2
29,2,2,1,10,2
29,2,2,1,29,2
29,2,2,1,29,2
29,2,2,1,29,2
29,2,2,2,99,2
29,2,2,2,29,2
29,2,2,1,29,2
29,2,2,1,29,2
29,2,2,1,49,2
29,2,2,1,29,2
29,2,2,1,39,2
29,2,2,1,29,2
31,2,2,1,33,2
33,2,2,1,32,2
33,2,2,2,26,2
39,2,2,9,49,2
44,2,2,2,21,2
44,2,2,1,22,2
45,2,2,1,99,2
46,2,2,1,10,2
46,2,2,1,33,2
49,2,2,1,49,2
49,2,2,1,49,2
49,2,2,1,55,2
49,2,2,1,49,2
53,2,2,1,33,2
99,2,2,1,99,2
99,2,2,2,99,2
99,2,2,1,99,2
99,2,2,1,99,2
26,3,2,2,10,2
10,4,2,1,26,2
26,4,2,1,33,2
49,5,2,1,59,2
22,9,2,1,45,2
29,9,2,1,29,2
59,1,1,2,49,2
46,1,1,1,49,2
49,2,1,1,49,2
49,2,1,2,49,2
49,2,1,2,29,2
56,1,1,2,33,2
49,2,1,1,49,2
49,1,1,1,49,2
49,2,1,9,99,2
46,2,1,1,33,2
49,2,1,1,49,2
49,1,1,1,39,2
26,1,1,2,26,2
26,1,1,1,22,2
33,1,1,2,33,2
23,2,1,2,39,2
29,2,1,1,10,2
29,2,1,2,10,2
29,2,1,1,99,2
33,2,1,2,26,2
39,2,1,1,29,2
49,2,1,2,49,2
44,1,1,1,33,2
29,2,1,2,10,2
29,2,1,1,29,2
99,2,1,2,99,2
26,9,1,2,25,2
29,2,1,2,29,2
49,2,1,2,49,2
49,1,1,1,29,2
46,2,1,1,59,2
10,2,1,1,49,2
23,2,1,1,33,2
26,2,1,2,10,2
29,2,1,1,10,2
29,2,1,1,10,2
23,1,1,2,23,2
33,1,1,2,26,2
49,1,1,1,33,2
39,1,1,2,10,2
32,2,1,1,32,2
33,2,1,1,26,2
33,2,1,1,46,2
49,9,1,1,49,2
26,2,1,1,26,2
59,2,1,1,59,2
26,2,2,1,32,2
22,2,2,9,26,2
49,2,2,1,39,2
10,2,1,1,26,2
10,2,1,1,99,2
10,2,2,1,10,2
10,2,2,1,10,2
10,2,2,1,10,2
26,2,2,1,26,2
33,2,2,2,26,2
33,2,2,1,23,2
49,2,2,1,59,2
10,4,2,1,26,2
46,2,1,1,46,2
39,2,1,2,39,2
26,1,2,1,33,2
26,1,2,2,24,2
45,1,2,2,45,2
21,2,2,1,26,2
22,2,2,1,10,2
29,2,2,1,29,2
29,2,2,1,29,2
31,2,2,1,26,2
46,2,2,1,46,2
49,2,2,2,39,2
99,2,2,9,99,2
99,2,2,9,99,2
46,2,1,2,46,2
59,2,1,1,49,2
32,2,1,1,99,2
26,3,1,2,46,2
10,1,2,1,10,2
26,1,2,2,26,2
32,1,2,2,26,2
33,1,2,2,26,2
45,1,2,1,33,2
49,1,2,1,49,2
10,2,2,1,29,2
10,2,2,1,10,2
10,2,2,1,10,2
10,2,2,1,10,2
10,2,2,1,33,2
10,2,2,2,10,2
10,2,2,2,10,2
10,2,2,1,10,2
10,2,2,1,10,2
10,2,2,1,26,2
10,2,2,2,29,2
10,2,2,1,10,2
10,2,2,1,10,2
23,2,2,1,23,2
23,2,2,1,22,2
23,2,2,9,23,2
23,2,2,1,32,2
25,2,2,1,25,2
26,2,2,1,10,2
26,2,2,1,22,2
26,2,2,1,10,2
26,2,2,2,26,2
26,2,2,1,23,2
26,2,2,2,21,2
26,2,2,2,10,2
29,2,2,1,29,2
29,2,2,1,29,2
29,2,2,2,39,2
29,2,2,1,39,2
29,2,2,1,49,2
31,2,2,1,44,2
32,2,2,1,26,2
32,2,2,1,33,2
33,2,2,2,22,2
33,2,2,1,32,2
46,2,2,1,46,2
46,2,2,1,33,2
49,2,2,1,52,2
99,2,2,9,10,2
33,3,2,2,26,2
44,3,2,1,26,2
10,9,2,2,10,2
24,9,2,1,26,2
26,9,2,1,26,2
26,9,2,2,26,2
29,9,2,1,29,2
33,9,2,1,46,2
53,9,2,1,26,2
46,2,1,2,10,2
49,2,1,1,33,2
49,2,1,1,49,2
26,9,1,2,10,2
31,1,1,1,46,2
26,1,1,2,26,2
26,2,1,2,10,2
39,2,1,1,49,2
22,3,1,1,23,2
45,2,1,2,26,2
46,2,1,2,46,2
46,9,1,2,26,2
33,3,1,1,10,2
33,1,1,1,10,2
22,2,1,2,10,2
26,3,1,2,10,2
23,1,1,1,25,2
26,9,1,1,24,2
26,1,1,2,26,2
25,2,1,1,23,2
49,1,1,2,33,2
49,2,1,2,49,2
46,2,1,1,46,2
26,2,1,1,45,2
26,1,1,1,10,2
24,2,1,1,22,2
10,2,1,1,26,2
33,2,1,1,26,2
10,2,1,1,10,2
10,2,1,1,10,2
22,2,1,1,23,2
10,9,1,1,22,2
10,2,1,1,21,2
10,2,1,1,21,2
33,1,1,2,10,2
59,2,1,1,59,2
46,2,1,1,26,2
26,1,2,9,99,3
39,5,1,1,49,3
29,3,1,1,29,3
29,1,1,9,49,3
10,2,1,1,32,3
26,3,2,1,10,3
45,3,2,1,33,3
29,3,1,1,29,3
10,3,1,1,26,3
26,3,1,2,10,3
10,1,2,1,10,3
29,1,2,2,29,3
10,2,2,1,10,3
23,2,2,1,23,3
10,3,2,1,26,3
10,3,2,1,26,3
10,3,2,1,29,3
10,3,2,1,23,3
10,3,2,1,22,3
10,3,2,1,26,3
24,3,2,1,22,3
26,3,2,1,26,3
29,3,2,1,10,3
39,3,2,1,39,3
99,9,2,1,29,3
55,2,1,2,26,3
21,1,1,2,99,3
29,1,1,2,29,3
29,3,1,1,10,3
49,3,1,1,49,3
29,3,1,1,29,3
29,1,1,1,29,3
24,3,1,1,26,3
10,2,1,2,29,3
29,2,1,2,39,3
